loan_id,loan_amount,tenure_months,interest_rate,borrower_age,monthly_income,actual_default,model_flag,risk_score,actual_default_clean,model_flag_clean
LN-101524,109572.1568,12,10.02,54,29671.01607,0,FALSE,0.545,0,0
LN-100285,44746.0,24,12.32,30,26101.34313,No,FALSE,0.293,0,0
LN-100783,148180.6929,24,17.53,22,29115.82608,No,FALSE,0.299,0,0
LN-101210,111137.1154,36,15.88,34,25883.55439,N,FALSE,0.361,0,0
LN-102108,75413.07662,12,18.79,35,15023.41289,FALSE,N,0.304,0,0
LN-100348,198716.4972,48,16.63,41,34394.02323,FALSE,0,0.455,0,0
LN-100068,56968.60932,12,8.99,21,19808.13334,N,FALSE,0.145,0,0
LN-100403,146595.0626,6,19.1,44,26086.43905,No,FALSE,0.302,0,0
LN-100754,119369.9844,18,18.18,27,18978.64966,FALSE,FALSE,0.48,0,0
LN-100797,105594.0,36,8.29,23,18366.17481,FALSE,0,0.297,0,0
LN-101050,76108.0,24,16.79,50,33166.91632,N,FALSE,0.413,0,0
LN-102190,94365.74431,48,12.13,46,39950.63433,No,0,0.433,0,0
LN-100177,86805.52306,12,13.55,25,33750.20573,No,No,0.301,0,0
LN-100953,78244.40188,18,12.45,38,67972.29922,N,0,0.334,0,0
LN-101875,88596.11758,12,13.66,36,26547.72517,FALSE,0,0.229,0,0
LN-101338,111388.2946,12,9.3,33,56928.09577,FALSE,FALSE,0.228,0,0
LN-100252,37089.0,18,15.53,60,not disclosed,No,N,0.43,0,0
LN-100558,81627.0,24,15.07,27,50451.42075,Y,FALSE,0.328,1,0
LN-101554,87501.17766,12,8.92,21,34259.35715,FALSE,FALSE,0.396,0,0
LN-100193,83390.84759,36,16.31,63,29103.35349,FALSE,No,0.341,0,0
LN-102295,61735.0,48,13.16,45,29351.09102,FALSE,N,0.373,0,0
LN-101433,110834.7685,12,13.92,53,26937.332,FALSE,No,0.361,0,0
LN-100445,83390.04207,24,11.33,49,42228.79886,No,No,0.448,0,0
LN-101497,45540.0,36,9.86,24,,No,No,0.313,0,0
LN-101469,65025.55166,24,16.35,60,67284.69072,FALSE,FALSE,0.474,0,0
LN-102028,105478.5166,18,13.63,58,25960.95731,0,No,0.244,0,0
LN-100451,196242.4357,18,13.47,27,40573.50504,FALSE,FALSE,0.354,0,0
LN-102175,40554.0,18,9.55,62,23748.23774,FALSE,N,0.202,0,0
LN-101165,107525.0736,48,9.46,35,34870.65742,0,N,0.345,0,0
LN-101900,64619.90513,36,10.12,46,63353.69909,0,N,0.353,0,0
LN-101352,103872.2333,12,17.57,24,25484.0567,FALSE,0,0.397,0,0
LN-102279,34130.8344,12,17.43,36,60989.17613,FALSE,0,0.43,0,0
LN-100510,63893.77428,24,11.45,23,28177.46154,FALSE,FALSE,0.343,0,0
LN-101164,91132.0,48,14.13,47,37355.55074,FALSE,N,0.131,0,0
LN-101631,58030.81474,24,14.98,48,23457.36798,N,FALSE,0.183,0,0
LN-101964,72758.0,6,12.39,40,36959.86756,FALSE,0,0.408,0,0
LN-102003,156071.0999,12,8.0,62,50903.80513,No,No,0.115,0,0
LN-101805,77125.91816,24,18.0,,14552.96014,FALSE,0,0.376,0,0
LN-101736,109491.9527,12,14.36,52,40576.75283,0,0,0.22,0,0
LN-101116,68065.83198,12,8.43,45,13507.66548,No,N,0.293,0,0
LN-102138,181874.9425,18,17.43,23,32873.80928,FALSE,No,0.347,0,0
LN-100663,99894.1954,48,8.0,27,24049.17738,N,0,0.371,0,0
LN-100774,58122.20053,18,20.4,63,18469.39516,FALSE,FALSE,0.349,0,0
LN-100573,70475.14722,6,13.68,,55992.79497,N,FALSE,0.351,0,0
LN-101645,144584.1145,48,16.08,,60824.265,0,0,0.339,0,0
LN-101180,59760.0,12,8.0,53,30968.72384,N,FALSE,0.51,0,0
LN-101283,78859.41856,24,18.85,50,16671.23238,FALSE,N,0.41,0,0
LN-102056,47937.83498,18,13.68,56,28363.95506,FALSE,No,0.5,0,0
LN-101227,90966.88002,24,15.0,58,25477.02214,Yes,Y,0.842,1,1
LN-100139,91566.70579,18,17.02,22,36082.31014,No,N,0.321,0,0
LN-102228,56276.56469,12,8.0,21,41312.5012,0,No,0.237,0,0
LN-100282,142857.1386,6,11.22,31,45118.52205,FALSE,TRUE,0.678,0,1
LN-101863,89060.06061,36,15.34,28,63020.94178,FALSE,FALSE,0.26,0,0
LN-101876,215822.2431,36,14.92,29,27284.43847,FALSE,FALSE,0.38,0,0
LN-101342,66362.87354,12,14.0,59,40744.39366,N,No,0.202,0,0
LN-100725,120798.0,18,10.07,28,65413.11871,N,FALSE,0.267,0,0
LN-101348,136045.4029,36,16.55,55,23940.11172,0,FALSE,0.367,0,0
LN-100677,41845.64975,18,13.27,40,25841.72375,N,No,0.367,0,0
LN-100055,85343.0,18,13.3,30,26735.15094,FALSE,N,0.165,0,0
LN-101516,81430.0,18,14.61,23,30061.97937,FALSE,FALSE,0.323,0,0
LN-100166,53585.0,12,9.88,58,19472.85172,0,No,0.311,0,0
LN-101861,217644.1846,12,14.03,22,37925.07267,TRUE,TRUE,0.683,1,1
LN-100872,64481.56978,18,12.21,31,24808.40456,No,FALSE,0.157,0,0
LN-100887,53694.71843,24,15.12,,45520.17914,0,0,0.318,0,0
LN-100888,63033.57967,18,13.0,32,42572.53007,N,0,0.439,0,0
LN-100498,82344.79508,18,18.57,30,29035.07385,No,FALSE,0.359,0,0
LN-100714,159345.7481,6,18.64,43,37625.5603,No,No,0.472,0,0
LN-102157,80403.01511,24,17.61,51,not disclosed,No,No,0.515,0,0
LN-101056,47038.62764,12,14.88,57,30405.48985,0,No,0.505,0,0
LN-102179,61673.87018,6,13.43,49,25560.19058,FALSE,No,0.186,0,0
LN-100364,51143.13707,12,15.66,42,54654.54759,No,FALSE,0.295,0,0
LN-102396,43293.82599,24,15.36,38,40781.27315,N,N,0.39,0,0
LN-102387,78402.17936,36,19.44,34,,N,N,0.456,0,0
LN-100800,77741.97897,18,13.77,61,60249.66841,FALSE,FALSE,0.302,0,0
LN-100617,99781.85657,6,13.31,,21673.61175,FALSE,0,0.329,0,0
LN-101657,87636.84458,12,14.14,60,26900.17637,No,N,0.409,0,0
LN-100123,35823.11723,24,14.63,60,30742.64095,FALSE,0,0.319,0,0
LN-100334,92901.01157,24,13.49,61,51251.20568,N,FALSE,0.443,0,0
LN-101293,174027.0,24,11.77,55,49324.00571,FALSE,0,0.152,0,0
LN-101750,66611.0,18,13.58,47,,0,No,0.375,0,0
LN-101619,142774.3082,12,8.82,50,45229.67255,0,N,0.366,0,0
LN-101347,90645.33144,18,14.9,49,31564.28402,FALSE,N,0.503,0,0
LN-100918,78357.99276,24,15.88,59,35423.2892,N,0,0.33,0,0
LN-101872,100775.0764,18,16.42,51,60147.95198,N,N,0.409,0,0
LN-102399,110558.8703,12,21.93,52,18871.68743,TRUE,FALSE,0.59,1,0
LN-100581,82219.26552,48,17.15,35,,0,0,0.537,0,0
LN-101318,203159.0247,24,15.34,43,32100.65041,TRUE,1,0.723,1,1
LN-100828,99449.21871,6,14.68,53,26420.44312,No,No,0.338,0,0
LN-100991,61047.12043,24,14.57,52,52333.10979,FALSE,FALSE,0.322,0,0
LN-101734,84211.84945,6,18.87,-1,45568.81293,N,FALSE,0.403,0,0
LN-101510,71188.60301,48,12.54,64,54716.3812,0,No,0.2,0,0
LN-100409,40426.07304,48,15.78,25,30504.94899,0,FALSE,0.207,0,0
LN-101592,60351.79455,24,15.12,60,22595.07381,FALSE,FALSE,0.332,0,0
LN-100297,56248.0,24,12.08,24,28253.22742,FALSE,No,0.405,0,0
LN-100925,77561.36556,12,10.76,,21505.1933,FALSE,N,0.258,0,0
LN-101693,93410.85903,36,12.29,49,18531.17891,FALSE,FALSE,0.294,0,0
LN-101222,138101.0,48,17.16,45,19271.42582,0,0,0.364,0,0
LN-100728,162045.4458,12,15.97,30,34968.34162,No,N,0.402,0,0
LN-101663,88001.4626,6,15.41,40,73665.63609,FALSE,FALSE,0.383,0,0
LN-100671,80558.0,12,17.62,51,23847.11492,FALSE,FALSE,0.49,0,0
LN-100181,104217.0,36,14.91,45,36483.08511,N,No,0.415,0,0
LN-100293,62552.66682,12,15.01,34,24412.90959,FALSE,FALSE,0.302,0,0
LN-100201,50988.57134,24,13.18,26,23517.12314,No,FALSE,0.307,0,0
LN-101374,90042.26551,12,12.65,24,10579.82499,0,N,0.365,0,0
LN-100126,51970.0,6,11.5,,39765.47941,0,0,0.27,0,0
LN-100531,127703.0,6,18.36,45,26884.59357,FALSE,FALSE,0.364,0,0
LN-100199,104398.0,12,14.44,34,20374.27427,FALSE,FALSE,0.514,0,0
LN-102232,137261.5292,18,19.7,62,58109.64996,N,No,0.494,0,0
LN-100692,32362.0,18,21.57,62,43082.58684,FALSE,0,0.436,0,0
LN-101880,104025.3046,6,11.23,51,39814.165,Yes,1,0.784,1,1
LN-101737,152821.9755,18,15.12,58,39432.70875,FALSE,FALSE,0.282,0,0
LN-100817,58575.96162,36,18.33,63,,FALSE,N,0.056,0,0
LN-100216,49204.57443,18,14.64,61,54074.35707,1,TRUE,0.702,1,1
LN-100152,75858.47509,48,15.37,29,71305.8633,FALSE,FALSE,0.097,0,0
LN-101769,56965.24976,12,18.19,37,43209.38924,No,FALSE,0.267,0,0
LN-101343,69769.07935,48,8.89,49,,FALSE,No,0.18,0,0
LN-100965,76388.15749,6,18.78,61,25411.84398,N,0,0.476,0,0
LN-100478,144660.3066,48,17.45,22,17630.51389,TRUE,TRUE,0.876,1,1
LN-101720,32027.11097,36,15.42,not disclosed,31031.28828,FALSE,FALSE,0.506,0,0
LN-101150,152233.123,36,12.32,58,39851.12676,No,0,0.357,0,0
LN-102329,128334.2059,36,13.35,57,51806.5463,No,FALSE,0.464,0,0
LN-101871,71494.43275,36,13.54,35,30942.11989,0,N,0.278,0,0
LN-101914,110957.0742,18,12.4,49,,No,FALSE,0.265,0,0
LN-101763,191304.6912,24,13.99,-1,22741.5451,FALSE,N,0.387,0,0
LN-101008,74818.50011,18,14.72,31,54754.62562,FALSE,FALSE,0.11,0,0
LN-101601,90693.0,48,13.17,47,16427.92251,Yes,Y,0.623,1,1
LN-100967,53461.75153,24,14.92,24,22020.17887,1,Y,0.712,1,1
LN-101839,201451.5646,24,8.0,52,13690.88463,No,No,0.499,0,0
LN-101471,143795.0556,12,16.46,41,39049.27921,0,0,0.509,0,0
LN-100972,163058.1721,12,22.36,61,32178.68569,0,No,0.558,0,0
LN-100187,62353.73888,36,18.21,25,14661.92982,0,FALSE,0.494,0,0
LN-100246,24680.66321,24,13.41,21,49171.28883,N,FALSE,0.253,0,0
LN-101327,97336.19768,24,20.36,64,37484.15453,N,0,0.505,0,0
LN-101926,90380.47187,12,13.98,39,26010.65415,FALSE,N,0.351,0,0
LN-102312,103750.3008,12,9.16,24,74800.44321,0,FALSE,0.311,0,0
LN-100283,97659.78909,48,8.0,25,29649.89604,0,No,0.492,0,0
LN-101952,56095.78221,12,13.06,62,13077.57405,0,N,0.206,0,0
LN-101681,140760.0,24,14.24,21,29995.74944,0,No,0.327,0,0
LN-100903,184087.0,6,9.52,35,38989.32804,0,No,0.272,0,0
LN-101745,105476.9309,6,13.81,26,23402.96982,FALSE,N,0.382,0,0
LN-100975,82867.00962,18,13.44,25,33594.46708,No,FALSE,0.366,0,0
LN-102020,109035.5835,12,12.81,36,47069.27715,FALSE,FALSE,0.143,0,0
LN-100122,32221.29027,24,10.12,63,32414.68509,No,No,0.195,0,0
LN-101072,99465.10669,18,16.73,29,66172.97693,FALSE,No,0.361,0,0
LN-101726,75147.0,36,10.17,,62766.05539,No,0,0.264,0,0
LN-102344,100699.668,12,13.81,51,59104.16078,TRUE,N,0.547,1,0
LN-100869,79628.37196,36,12.93,56,46379.48402,N,N,0.521,0,0
LN-102087,71289.87035,12,12.27,24,56327.78755,TRUE,1,0.642,1,1
LN-101459,64374.0,18,9.34,38,21054.35224,0,0,0.072,0,0
LN-100756,174473.398,48,10.15,41,30729.95437,FALSE,No,0.332,0,0
LN-101156,89713.0,24,15.1,64,28464.04928,FALSE,0,0.383,0,0
LN-101108,103915.2443,6,15.84,23,36102.9729,Y,1,0.719,1,1
LN-100067,78335.38928,6,16.43,46,35024.73156,FALSE,FALSE,0.383,0,0
LN-101560,97439.39568,18,11.1,46,16404.36474,N,FALSE,0.301,0,0
LN-100332,97038.20146,48,13.26,36,17304.88249,0,No,0.465,0,0
LN-100336,45924.8166,12,15.61,50,20510.50478,No,FALSE,0.559,0,0
LN-100912,51749.22224,24,14.27,44,53585.72985,No,FALSE,0.49,0,0
LN-101428,76462.14468,12,18.06,28,34248.72025,N,No,0.428,0,0
LN-100472,66312.68422,12,15.27,29,28395.73055,FALSE,N,0.351,0,0
LN-100901,54607.82938,6,13.43,58,38404.70486,FALSE,0,0.373,0,0
LN-101623,115985.0,12,16.52,57,50360.97962,FALSE,N,0.391,0,0
LN-100884,103479.0338,12,8.34,38,53384.0931,No,N,0.302,0,0
LN-100477,96830.88476,36,13.0,32,22053.9873,0,No,0.524,0,0
LN-102209,35581.77845,18,15.82,37,35592.30904,0,FALSE,0.053,0,0
LN-100132,65126.03108,36,10.36,44,38690.2379,FALSE,N,0.275,0,0
LN-102213,93760.53793,12,17.6,41,29338.65781,0,FALSE,0.25,0,0
LN-100981,145596.2153,36,16.46,21,43137.32062,FALSE,N,0.412,0,0
LN-101233,130256.8721,12,15.53,26,32504.23214,0,0,0.368,0,0
LN-101883,58209.0,24,17.75,30,61225.40866,0,No,0.242,0,0
LN-101149,95367.18524,24,15.67,59,18127.19205,N,FALSE,0.498,0,0
LN-101298,61236.64627,24,18.25,33,45020.16689,TRUE,Yes,0.683,1,1
LN-100256,149693.2751,36,17.28,60,46045.88022,N,N,0.51,0,0
LN-100550,45374.0,24,14.34,22,33911.67689,TRUE,TRUE,0.99,1,1
LN-101534,106322.0672,6,16.24,25,26693.79124,FALSE,FALSE,0.538,0,0
LN-100898,52358.83331,18,15.49,37,41155.90186,FALSE,No,0.386,0,0
LN-101778,73121.59388,36,10.3,39,22387.03334,No,0,0.238,0,0
LN-100777,88098.31997,48,18.16,27,33788.62104,FALSE,N,0.418,0,0
LN-101982,159364.5645,48,16.18,47,16044.03295,0,FALSE,0.447,0,0
LN-100053,80726.13921,48,16.11,31,26214.24839,N,FALSE,0.227,0,0
LN-100557,86450.53293,18,12.39,37,73073.47378,No,No,0.424,0,0
LN-100040,83804.73267,36,17.3,25,29192.46004,FALSE,N,0.474,0,0
LN-101455,48014.88482,18,14.17,60,48171.87639,FALSE,FALSE,0.228,0,0
LN-101172,111339.211,24,11.36,44,,No,No,0.251,0,0
LN-100261,84425.22631,6,15.0,43,56170.98385,FALSE,FALSE,0.409,0,0
LN-101616,148597.0968,24,11.67,29,28500.13267,0,0,0.305,0,0
LN-100083,91103.51497,48,12.34,55,31415.13488,N,No,0.356,0,0
LN-101682,105084.0,18,14.02,37,19807.31897,TRUE,Y,0.679,1,1
LN-101083,57119.0,12,13.01,43,27675.5367,1,N,0.597,1,0
LN-102227,141116.5733,36,12.36,not disclosed,50742.21607,FALSE,FALSE,0.496,0,0
LN-101273,57832.02102,24,14.02,27,25493.49815,FALSE,N,0.537,0,0
LN-100030,51616.16411,18,15.24,54,47325.79502,N,No,0.25,0,0
LN-101394,118714.0,24,13.23,60,69063.7459,N,FALSE,0.308,0,0
LN-102188,84115.0,18,12.43,56,39987.87991,No,No,0.495,0,0
LN-101418,51871.18987,24,12.98,46,23937.2501,FALSE,FALSE,0.235,0,0
LN-102125,35855.88982,18,19.79,57,72964.64787,FALSE,No,0.393,0,0
LN-101020,123862.9453,24,24.23,59,50419.61595,FALSE,No,0.464,0,0
LN-102124,22062.87815,18,17.04,49,38320.97755,N,0,0.341,0,0
LN-101297,103059.8369,36,10.34,54,10910.25102,FALSE,0,0.301,0,0
LN-101206,72183.39435,6,12.33,47,30806.59199,FALSE,0,0.265,0,0
LN-102318,41525.30553,12,14.4,26,23922.62206,FALSE,FALSE,0.59,0,0
LN-100048,34741.63452,36,12.73,35,22099.09103,FALSE,No,0.282,0,0
LN-101646,99295.0,18,17.5,45,39448.03693,Y,Y,0.624,1,1
LN-100893,69235.49072,24,13.48,33,21475.40983,FALSE,0,0.289,0,0
LN-100153,85802.41812,6,8.0,46,39437.77628,0,No,0.287,0,0
LN-100394,100942.7216,36,17.07,53,29906.71573,0,N,0.316,0,0
LN-101147,95110.38564,24,13.62,64,28617.90872,No,0,0.419,0,0
LN-101158,140723.4126,48,12.66,63,60596.95012,No,No,0.437,0,0
LN-100268,34110.6916,36,8.0,56,32799.62832,FALSE,FALSE,0.297,0,0
LN-101244,118926.0132,18,13.22,30,17127.20584,FALSE,N,0.454,0,0
LN-100041,53407.22385,18,10.43,59,24625.23449,FALSE,No,0.294,0,0
LN-101877,120404.491,12,15.6,54,52874.57497,0,N,0.244,0,0
LN-100597,128317.675,24,20.91,59,19735.33126,N,N,0.496,0,0
LN-101089,69399.02785,24,14.8,26,30127.47277,FALSE,FALSE,0.472,0,0
LN-100680,129130.1133,18,8.89,58,35137.7259,N,0,0.457,0,0
LN-101615,95009.49411,24,16.73,46,39083.60693,N,N,0.301,0,0
LN-100524,127537.0,48,12.37,62,67584.98655,0,No,0.136,0,0
LN-101523,139125.1272,6,13.36,34,20982.18614,0,FALSE,0.47,0,0
LN-101454,75248.82224,6,13.31,48,53641.94352,No,N,0.369,0,0
LN-101431,88735.385,12,19.21,43,26088.51479,0,0,0.404,0,0
LN-102313,88119.90888,48,10.83,33,19857.25436,FALSE,0,0.365,0,0
LN-101701,41094.0,18,12.94,24,19293.55348,0,No,0.562,0,0
LN-101016,43983.84556,48,15.8,31,19780.21892,No,0,0.567,0,0
LN-101792,94396.0,18,15.02,24,51547.59796,0,N,0.169,0,0
LN-101396,108386.0,18,13.15,44,34395.60115,0,FALSE,0.365,0,0
LN-101511,155641.0,12,8.3,38,28794.01164,N,0,0.246,0,0
LN-101818,137944.3862,36,15.23,24,54615.63625,FALSE,FALSE,0.267,0,0
LN-100225,54114.49471,18,17.52,23,47809.46731,No,0,0.46,0,0
LN-102269,73360.7735,12,19.18,29,85970.71041,TRUE,1,0.873,1,1
LN-101773,92269.0,12,12.61,37,26349.53533,N,No,0.39,0,0
LN-102274,172415.0,48,20.15,58,24740.68185,0,N,0.462,0,0
LN-101803,122050.466,24,20.54,not disclosed,52368.58246,No,No,0.447,0,0
LN-102391,95171.36284,36,17.95,47,37770.62841,FALSE,N,0.287,0,0
LN-101256,188958.5352,18,17.9,54,60430.95804,FALSE,N,0.463,0,0
LN-102325,118502.0283,24,12.63,23,22458.3183,FALSE,0,0.336,0,0
LN-101545,82551.23945,6,14.5,54,37757.20559,N,FALSE,0.416,0,0
LN-100205,74598.36456,48,11.7,45,12955.62771,FALSE,No,0.423,0,0
LN-101027,123576.0,24,14.5,38,42201.69566,0,FALSE,0.393,0,0
LN-102163,73205.61228,12,12.96,30,19955.24178,Yes,FALSE,0.515,1,0
LN-101046,111123.7291,12,13.63,23,31776.17781,FALSE,0,0.192,0,0
LN-100693,53082.93728,12,19.08,57,26245.94876,FALSE,No,0.434,0,0
LN-101617,50694.72394,48,13.02,28,27774.3683,1,Yes,0.649,1,1
LN-101867,55568.0,18,13.75,32,14816.27754,0,FALSE,0.201,0,0
LN-101618,87875.16197,36,15.09,40,36331.80678,No,0,0.131,0,0
LN-101186,72177.0,24,10.23,22,23693.70097,No,FALSE,0.114,0,0
LN-101173,46410.22107,24,13.59,31,36616.71013,N,FALSE,0.187,0,0
LN-101898,60437.06163,24,9.27,27,50291.19317,0,0,0.475,0,0
LN-101764,107753.1286,48,15.88,58,48244.9899,FALSE,No,0.302,0,0
LN-101666,95961.40126,12,9.26,59,47526.27106,No,FALSE,0.153,0,0
LN-101470,100776.0,24,10.59,38,46622.5255,0,0,0.268,0,0
LN-100157,60238.0,36,14.71,44,27833.20429,N,N,0.231,0,0
LN-101748,106390.407,6,18.85,32,23716.22479,No,FALSE,0.393,0,0
LN-101184,96822.66408,12,11.3,25,32909.66263,1,0,0.562,1,0
LN-100305,25280.0,12,17.35,23,37056.71327,0,FALSE,0.316,0,0
LN-100656,58794.84901,12,11.41,-1,43955.36968,N,FALSE,0.413,0,0
LN-100399,86366.2454,6,12.99,42,38484.5163,TRUE,N,0.596,1,0
LN-100798,91243.87543,18,17.82,50,57904.49678,N,FALSE,0.489,0,0
LN-102267,99290.0,18,9.44,24,55526.07136,0,0,0.142,0,0
LN-100618,143565.5471,6,12.4,59,47023.98285,0,No,0.415,0,0
LN-100508,38589.8049,36,20.36,62,36052.09205,FALSE,No,0.387,0,0
LN-101922,72909.1816,12,14.92,52,20122.18366,Yes,TRUE,0.854,1,1
LN-100736,36703.49139,36,17.34,48,45915.0391,Y,TRUE,0.738,1,1
LN-101584,108038.1368,6,14.56,28,,FALSE,FALSE,0.35,0,0
LN-100274,93956.08012,48,12.29,51,19432.79187,FALSE,0,0.226,0,0
LN-101387,65403.5314,12,15.07,26,17265.62367,FALSE,No,0.5,0,0
LN-100867,65777.08724,12,12.74,38,27207.79703,0,FALSE,0.255,0,0
LN-100459,70114.07501,12,12.4,52,16824.85422,FALSE,FALSE,0.24,0,0
LN-101849,51896.72525,18,18.93,30,67134.64652,No,0,0.318,0,0
LN-100062,125769.0,18,14.78,26,47770.7191,FALSE,0,0.481,0,0
LN-100599,141044.2871,18,13.26,46,15583.47346,Y,TRUE,0.721,1,1
LN-101403,86134.12516,48,16.07,not disclosed,31715.6339,0,0,0.375,0,0
LN-100859,94824.79773,24,18.5,25,32273.52925,FALSE,0,0.515,0,0
LN-100457,99467.28133,6,10.02,46,25401.03224,N,0,0.181,0,0
LN-101361,51318.54483,12,12.82,25,51878.32015,N,N,0.1,0,0
LN-101117,61653.6862,12,15.64,25,21679.03026,Y,Y,0.659,1,1
LN-100870,58287.40118,12,11.94,52,23535.61876,TRUE,Yes,0.685,1,1
LN-100790,65037.0,24,11.22,49,27007.17326,No,0,0.463,0,0
LN-101306,133819.8619,36,16.48,21,19161.72935,N,FALSE,0.524,0,0
LN-102142,109233.5622,6,12.46,25,20802.04467,No,FALSE,0.578,0,0
LN-102194,81470.51515,18,12.76,43,26914.15514,FALSE,0,0.146,0,0
LN-100760,66708.01537,24,17.48,not disclosed,59260.88067,No,FALSE,0.389,0,0
LN-100954,59124.0,12,14.73,29,20456.02575,N,No,0.444,0,0
LN-100650,113130.1071,12,15.66,50,53806.10101,0,N,0.27,0,0
LN-102180,45613.87807,36,8.08,38,59721.7551,No,0,0.41,0,0
LN-102296,53333.0,12,19.54,33,99347.1213,0,N,0.503,0,0
LN-100379,79567.7967,24,8.97,62,40987.79912,0,FALSE,0.155,0,0
LN-100564,63234.95562,48,15.93,45,17514.81127,FALSE,N,0.442,0,0
LN-101200,70354.0,12,15.29,63,36014.40579,FALSE,N,0.145,0,0
LN-101779,119296.213,18,11.92,49,,1,TRUE,0.759,1,1
LN-100956,83888.97613,24,15.82,44,31039.31498,1,1,0.734,1,1
LN-100741,121146.064,12,15.84,42,49854.99528,FALSE,FALSE,0.373,0,0
LN-102288,78503.20652,6,14.92,34,18504.4113,FALSE,FALSE,0.246,0,0
LN-100231,44073.91989,12,18.16,53,28286.33954,Yes,Yes,0.665,1,1
LN-101679,92530.0,18,16.5,41,47074.74089,0,FALSE,0.215,0,0
LN-100382,99160.0,12,13.89,43,-1,N,0,0.464,0,0
LN-101684,97098.75599,12,13.16,63,42781.34909,FALSE,0,0.45,0,0
LN-100072,82589.09984,18,11.41,26,-1,FALSE,0,0.373,0,0
LN-101094,42047.0,36,20.88,40,15544.17716,FALSE,No,0.448,0,0
LN-101845,121397.7909,18,10.32,53,19626.34724,N,FALSE,0.547,0,0
LN-101558,89286.98354,18,11.85,25,,N,N,0.036,0,0
LN-100171,47758.13812,24,15.99,30,22640.14431,N,FALSE,0.313,0,0
LN-102201,124580.4658,12,13.46,62,44200.16438,FALSE,FALSE,0.473,0,0
LN-102208,108795.9173,48,18.55,not disclosed,55375.56922,N,No,0.476,0,0
LN-101346,47574.24757,24,10.49,59,48161.52634,0,FALSE,0.231,0,0
LN-100272,69140.49624,6,16.29,59,74122.97703,0,FALSE,0.493,0,0
LN-101215,62404.55092,36,14.24,43,32691.44526,N,FALSE,0.225,0,0
LN-100420,45737.0,36,16.95,46,18547.38872,Yes,Y,0.745,1,1
LN-101118,36835.35076,24,9.34,34,36517.68857,FALSE,FALSE,0.492,0,0
LN-101888,73568.45693,18,14.07,30,18016.98822,No,No,0.216,0,0
LN-100195,45771.0,12,17.74,60,,FALSE,FALSE,0.325,0,0
LN-101066,45532.49342,18,18.0,57,56125.66126,FALSE,FALSE,0.321,0,0
LN-100056,54908.98839,12,17.74,31,29070.68008,FALSE,No,0.463,0,0
LN-101127,91055.09058,12,14.25,36,47968.36633,FALSE,N,0.394,0,0
LN-101536,124281.3494,18,17.44,28,35833.69103,FALSE,N,0.234,0,0
LN-101628,76609.0,12,12.25,25,28934.89352,N,0,0.42,0,0
LN-101788,120145.2698,48,9.42,59,70351.51908,0,No,0.257,0,0
LN-100038,163522.3365,48,16.27,32,21737.50587,FALSE,No,0.153,0,0
LN-100306,111165.4271,36,13.1,39,81638.0347,0,No,0.468,0,0
LN-100006,92444.92594,6,13.88,55,33704.98931,FALSE,FALSE,0.431,0,0
LN-101104,131144.0,24,16.47,25,40150.22986,FALSE,0,0.319,0,0
LN-100782,58791.81092,12,15.97,61,51188.83748,FALSE,0,0.482,0,0
LN-100408,92404.0,18,13.41,25,24366.55603,N,No,0.415,0,0
LN-101397,50163.0,18,13.2,56,29021.04635,N,N,0.617,0,0
LN-100781,167305.9492,6,17.03,61,23214.09479,No,FALSE,0.384,0,0
LN-101190,91472.53131,24,11.41,50,25400.12676,FALSE,FALSE,0.522,0,0
LN-100534,31786.04175,36,18.3,29,53290.44115,N,FALSE,0.351,0,0
LN-100583,61161.05889,12,11.45,23,-1,1,Y,0.768,1,1
LN-102167,70071.74641,12,13.2,35,21912.76788,N,FALSE,0.22,0,0
LN-102335,79994.0,24,17.12,60,92890.34374,N,0,0.412,0,0
LN-101981,101096.1209,12,13.26,46,22242.14022,FALSE,0,0.4,0,0
LN-101889,106270.2643,12,9.81,59,23078.04661,FALSE,N,0.426,0,0
LN-102182,144132.4983,24,15.25,25,34973.38085,FALSE,FALSE,0.216,0,0
LN-101539,57478.37718,24,11.85,62,51000.77617,0,N,0.458,0,0
LN-101351,80402.59733,12,15.03,48,33868.9258,N,N,0.167,0,0
LN-101492,79199.1479,18,14.88,32,31511.31445,No,FALSE,0.304,0,0
LN-100813,93248.75394,24,16.91,43,57082.07712,FALSE,FALSE,0.288,0,0
LN-100316,122766.0,24,11.41,25,-1,N,FALSE,0.462,0,0
LN-101787,158171.9127,18,14.49,35,23893.12852,FALSE,FALSE,0.295,0,0
LN-102215,93339.51299,24,15.72,41,43897.18414,0,Yes,0.751,0,1
LN-100516,47348.0,6,12.82,64,33939.42722,FALSE,0,0.568,0,0
LN-101491,99242.43665,24,14.01,39,47506.32038,0,N,0.287,0,0
LN-100661,27194.93772,18,13.74,56,23178.1357,N,FALSE,0.337,0,0
LN-100533,43554.18902,18,13.72,62,31416.22047,FALSE,FALSE,0.231,0,0
LN-101508,122233.3497,18,17.79,32,15696.05068,FALSE,FALSE,0.48,0,0
LN-102292,107530.4811,24,15.43,35,26497.74198,FALSE,N,0.34,0,0
LN-100271,56932.00124,12,19.75,60,22984.27495,FALSE,No,0.303,0,0
LN-100548,66423.76699,6,18.46,,33605.46865,N,0,0.518,0,0
LN-100964,56268.37162,6,12.06,45,36848.57415,0,0,0.131,0,0
LN-102198,69503.2608,24,15.55,34,46301.27118,FALSE,FALSE,0.361,0,0
